"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT21","WT21_ATTRIBUTES"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-07-05","11.18",",,W",,,,,"0.00",",,W,2400",,,,,"68","H,,S","74",",,W","64",",,W","  270",",,W","  260",",,W",,,"21.0",",,W","25.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-07-06","8.50",",,W",,,,,"0.00",",,W,2400",,,,,"68","H,,S","74",",,W","64",",,W","  280",",,W","  260",",,W",,,"17.0",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-07-07","8.50",",,W",,,,,"0.00",",,W,2400",,,,,"68","H,,S","75",",,W","64",",,W","  270",",,W","  270",",,W",,,"18.1",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-07-08","7.83",",,W",,,,,"0.00",",,W,2400",,,,,"69","H,,S","75",",,W","65",",,W","  270",",,W",,,,,"18.1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-07-09","7.38",",,W",,,,,"0.00",",,W,2400",,,,,"68","H,,S","76",",,W","63",",,W","  250",",,W","  270",",,W",,,"17.0",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-07-10","7.61",",,W",,,,,"0.00",",,W,2400",,,,,"70","H,,S","76",",,W","66",",,W","  260",",,W","  240",",,W",,,"19.9",",,W","23.9",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-07-11","8.05",",,W",,,,,"0.00",",,W,2400",,,,,"70","H,,S","77",",,W","64",",,W","  270",",,W","  280",",,W",,,"16.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-07-12","8.95",",,W",,,,,"0.00",",,W,2400",,,,,"70","H,,S","74",",,W","66",",,W","  280",",,W","  280",",,W",,,"21.0",",,W","25.9",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-07-13","8.50",",,W",,,,,"0.00",",,W,2400",,,,,"70","H,,S","76",",,W","65",",,W","  250",",,W","  270",",,W",,,"19.9",",,W","25.1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-07-14","8.28",",,W",,,,,"0.00",",,W,2400",,,,,"69","H,,S","75",",,W","64",",,W","  260",",,W","  250",",,W",,,"16.1",",,W","21.0",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-07-15","8.95",",,W",,,,,"0.00",",,W,2400",,,,,"68","H,,S","75",",,W","63",",,W","  260",",,W","  270",",,W",,,"16.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-07-16","8.95",",,W",,,,,"0.00",",,W,2400",,,,,"69","H,,S","75",",,W","64",",,W","  250",",,W","  240",",,W",,,"18.1",",,W","21.9",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-07-17","8.28",",,W",,,,,"0.00",",,W,2400",,,,,"68","H,,S","75",",,W","64",",,W","  260",",,W","  260",",,W",,,"17.0",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-07-18","8.28",",,W",,,,,"0.00",",,W,2400",,,,,"69","H,,S","76",",,W","66",",,W","  260",",,W","  280",",,W",,,"17.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-07-19","9.17",",,W",,,,,"0.00",",,W,2400",,,,,"69","H,,S","76",",,W","65",",,W","  260",",,W","  260",",,W",,,"18.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-07-20","8.05",",,W",,,,,"0.00",",,W,2400",,,,,"72","H,,S","80",",,W","65",",,W","  260",",,W","  260",",,W",,,"19.9",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-07-21","7.61",",,W",,,,,"0.00",",,W,2400",,,,,"74","H,,S","83",",,W","68",",,W","  260",",,W","  260",",,W",,,"23.0",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-07-22","5.82",",,W",,,,,"0.00",",,W,2400",,,,,"75","H,,S","84",",,W","68",",,W","  270",",,W","  270",",,W",,,"18.1",",,W","21.9",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-07-23","6.71",",,W",,,,,"0.00",",,W,2400",,,,,"76","H,,S","84",",,W","70",",,W","  270",",,W","  280",",,W",,,"14.1",",,W","19.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-07-24","7.16",",,W",,,,,"0.00",",,W,2400",,,,,"75","H,,S","86",",,W","67",",,W","  280",",,W","  270",",,W",,,"14.1",",,W","17.0",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-07-25","8.05",",,W",,,,,"0.00",",,W,2400",,,,,"74","H,,S","82",",,W","68",",,W","  270",",,W","  260",",,W",,,"19.9",",,W","23.0",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-07-26","9.84",",,W",,,,,"0.00",",,W,2400",,,,,"72","H,,S","79",",,W","67",",,W","  250",",,W","  250",",,W",,,"17.0",",,W","21.9",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-07-27","8.50",",,W",,,,,"0.00",",,W,2400",,,,,"73","H,,S","80",",,W","68",",,W","  260",",,W","  260",",,W",,,"17.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-07-28","8.28",",,W",,,,,"0.00",",,W,2400",,,,,"73","H,,S","79",",,W","69",",,W","  270",",,W","  280",",,W",,,"16.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-07-29","7.83",",,W",,,,,"0.00",",,W,2400",,,,,"73","H,,S","79",",,W","69",",,W","  260",",,W","  270",",,W",,,"16.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-07-30","6.71",",,W",,,,,"0.00",",,W,2400",,,,,"73","H,,S","79",",,W","69",",,W","  270",",,W","  270",",,W",,,"16.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-07-31","7.83",",,W",,,,,"0.00",",,W,2400",,,,,"73","H,,S","82",",,W","69",",,W","  260",",,W","  260",",,W",,,"14.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-08-01","9.62",",,W",,,,,"0.00",",,W,2400",,,,,"72","H,,S","78",",,W","67",",,W","  270",",,W","  260",",,W",,,"19.9",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-08-02","8.95",",,W",,,,,"0.00",",,W,2400",,,,,"71","H,,S","78",",,W","67",",,W","  270",",,W","  270",",,W",,,"19.9",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-08-03","8.28",",,W",,,,,"0.00",",,W,2400",,,,,"71","H,,S","79",",,W","67",",,W","  260",",,W","  270",",,W",,,"17.0",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-08-04","8.28",",,W",,,,,"0.00",",,W,2400",,,,,"71","H,,S","78",",,W","67",",,W","  260",",,W","  260",",,W",,,"21.0",",,W","25.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-08-05","8.95",",,W",,,,,"0.00",",,W,2400",,,,,"70","H,,S","77",",,W","66",",,W","  280",",,W","  280",",,W",,,"19.9",",,W","23.9",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-08-06","8.72",",,W",,,,,"0.00",",,W,2400",,,,,"69","H,,S","75",",,W","66",",,W","  260",",,W","  270",",,W",,,"18.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-08-07","7.16",",,W",,,,,"0.00",",,W,2400",,,,,"69","H,,S","76",",,W","66",",,W","  250",",,W","  260",",,W",,,"19.9",",,W","25.1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-08-08","6.93",",,W",,,,,"0.00",",,W,2400",,,,,"70","H,,S","77",",,W","66",",,W","  260",",,W","  200",",,W",,,"15.0",",,W","19.0",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-08-09","8.50",",,W",,,,,"0.00",",,W,2400",,,,,"71","H,,S","77",",,W","67",",,W","  260",",,W","  240",",,W",,,"16.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-08-10","8.05",",,W",,,,,"0.00",",,W,2400",,,,,"70","H,,S","77",",,W","66",",,W","  270",",,W","  240",",,W",,,"17.0",",,W","23.9",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-08-11","9.40",",,W",,,,,"0.00",",,W,2400",,,,,"70","H,,S","78",",,W","66",",,W","  270",",,W","  260",",,W",,,"18.1",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-08-12","10.96",",,W",,,,,"0.00",",,W,2400",,,,,"69","H,,S","76",",,W","65",",,W","  250",",,W","  250",",,W",,,"19.9",",,W","25.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-08-13","8.72",",,W",,,,,"0.00",",,W,2400",,,,,"70","H,,S","76",",,W","67",",,W","  270",",,W","  250",",,W",,,"21.0",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-08-14","8.50",",,W",,,,,"0.00",",,W,2400",,,,,"72","H,,S","77",",,W","68",",,W","  270",",,W","  260",",,W",,,"18.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-08-15","8.95",",,W",,,,,"0.00",",,W,2400",,,,,"71","H,,S","78",",,W","65",",,W","  260",",,W","  240",",,W",,,"19.9",",,W","23.0",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-08-16","9.40",",,W",,,,,"0.00",",,W,2400",,,,,"69","H,,S","76",",,W","61",",,W","  250",",,W","  220",",,W",,,"18.1",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-08-17","8.95",",,W",,,,,"0.00",",,W,2400",,,,,"67","H,,S","74",",,W","62",",,W","  260",",,W","  260",",,W",,,"15.0",",,W","19.9",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-08-18","8.95",",,W",,,,,"0.00",",,W,2400",,,,,"67","H,,S","74",",,W","61",",,W","  270",",,W","  270",",,W",,,"17.0",",,W","21.0",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-08-19","10.51",",,W",,,,,"0.00",",,W,2400",,,,,"67","H,,S","73",",,W","62",",,W","  260",",,W","  270",",,W",,,"19.9",",,W","25.1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-08-20","10.51",",,W",,,,,"0.00",",,W,2400",,,,,"67","H,,S","72",",,W","63",",,W","  260",",,W","  260",",,W",,,"19.9",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-08-21","8.50",",,W",,,,,"0.00",",,W,2400",,,,,"67","H,,S","74",",,W","63",",,W","  270",",,W","  270",",,W",,,"18.1",",,W","23.9",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-08-22","6.71",",,W",,,,,"0.00",",,W,2400",,,,,"68","H,,S","75",",,W","63",",,W","  260",",,W","  260",",,W",,,"16.1",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-08-23","7.16",",,W",,,,,"0.00",",,W,2400",,,,,"69","H,,S","76",",,W","64",",,W","  270",",,W","  280",",,W",,,"16.1",",,W","21.9",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-08-24","6.04",",,W",,,,,"0.00",",,W,2400",,,,,"69","H,,S","75",",,W","64",",,W","  270",",,W","  270",",,W",,,"15.0",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-08-25","5.59",",,W",,,,,"0.00",",,W,2400",,,,,"68","H,,S","75",",,W","64",",,W","  260",",,W","  250",",,W",,,"16.1",",,W","19.9",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-08-26","7.83",",,W",,,,,"0.00",",,W,2400",,,,,"68","H,,S","76",",,W","65",",,W","  280",",,W","  230",",,W",,,"17.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-08-27","8.50",",,W",,,,,"0.00",",,W,2400",,,,,"68","H,,S","74",",,W","65",",,W","  270",",,W","  240",",,W",,,"18.1",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-08-28","8.72",",,W",,,,,"0.00",",,W,2400",,,,,"68","H,,S","75",",,W","63",",,W","  260",",,W","  260",",,W",,,"23.0",",,W","27.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-08-29","7.38",",,W",,,,,"0.00",",,W,2400",,,,,"71","H,,S","77",",,W","66",",,W","  280",",,W","  270",",,W",,,"21.0",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-08-30","6.71",",,W",,,,,"0.00",",,W,2400",,,,,"72","H,,S","80",",,W","66",",,W","  250",",,W","  250",",,W",,,"16.1",",,W","25.9",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-08-31","7.38",",,W",,,,,"0.00",",,W,2400",,,,,"72","H,,S","76",",,W","68",",,W","  270",",,W","  250",",,W",,,"18.1",",,W","23.9",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-09-01","6.71",",,W",,,,,"0.00",",,W,2400",,,,,"70","H,,S","76",",,W","64",",,W","  280",",,W","  290",",,W",,,"16.1",",,W","23.9",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-09-02","7.83",",,W",,,,,"0.00",",,W,2400",,,,,"70","H,,S","75",",,W","67",",,W","  270",",,W","  240",",,W",,,"15.0",",,W","21.0",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-09-03","8.95",",,W",,,,,"0.00",",,W,2400",,,,,"69","H,,S","74",",,W","65",",,W","  250",",,W","  240",",,W",,,"17.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-09-04","8.28",",,W",,,,,"0.00",",,W,2400",,,,,"67","H,,S","73",",,W","64",",,W","  270",",,W","  270",",,W",,,"19.9",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-09-05","7.61",",,W",,,,,"0.00",",,W,2400",,,,,"67","H,,S","73",",,W","63",",,W","  270",",,W","  260",",,W",,,"17.0",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-09-06","7.83",",,W",,,,,"0.00",",,W,2400",,,,,"67","H,,S","74",",,W","63",",,W","  270",",,W","  270",",,W",,,"19.9",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-09-07","6.71",",,W",,,,,"0.00",",,W,2400",,,,,"68","H,,S","74",",,W","64",",,W","  250",",,W","  250",",,W",,,"15.0",",,W","19.0",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-09-08","9.17",",,W",,,,,"0.00",",,W,2400",,,,,"69","H,,S","74",",,W","65",",,W","  260",",,W","  260",",,W",,,"18.1",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-09-09","10.51",",,W",,,,,"0.00",",,W,2400",,,,,"68","H,,S","73",",,W","65",",,W","  270",",,W","  260",",,W",,,"21.0",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-09-10","9.17",",,W",,,,,"0.00",",,W,2400",,,,,"67","H,,S","73",",,W","64",",,W","  270",",,W","  260",",,W",,,"17.0",",,W","23.0",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-09-11","9.40",",,W",,,,,"0.00",",,W,2400",,,,,"66","H,,S","71",",,W","63",",,W","  260",",,W","  260",",,W",,,"19.9",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-09-12","8.50",",,W",,,,,"0.00",",,W,2400",,,,,"66","H,,S","69",",,W","64",",,W","  250",",,W","  230",",,W",,,"15.0",",,W","19.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-09-13","9.62",",,W",,,,,"0.01",",,W,2400",,,,,"66","H,,S","69",",,W","62",",,W","  250",",,W","  260",",,W",,,"17.0",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-09-14","9.17",",,W",,,,,"0.00",",,W,2400",,,,,"65","H,,S","71",",,W","59",",,W","  270",",,W","  280",",,W",,,"19.9",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-09-15","7.83",",,W",,,,,"0.00",",,W,2400",,,,,"66","H,,S","74",",,W","58",",,W","  270",",,W","  270",",,W",,,"16.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-09-16","7.16",",,W",,,,,"0.00",",,W,2400",,,,,"67","H,,S","73",",,W","61",",,W","  260",",,W","  260",",,W",,,"16.1",",,W","21.0",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-09-17","6.49",",,W",,,,,"0.00",",,W,2400",,,,,"67","H,,S","74",",,W","61",",,W","  260",",,W","  260",",,W",,,"17.0",",,W","21.0",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-09-18","6.49",",,W",,,,,"0.00",",,W,2400",,,,,"67","H,,S","73",",,W","62",",,W","  260",",,W","  280",",,W",,,"15.0",",,W","19.0",",,W","    1",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-09-19","7.16",",,W",,,,,"0.00","T,,W,2400",,,,,"67","H,,S","79",",,W","62",",,W","  280",",,W","  290",",,W",,,"23.0",",,W","25.9",",,W","    1",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-09-20","4.70",",,W",,,,,"0.00",",,W,2400",,,,,"78","H,,S","88",",,W","71",",,W","  280",",,W","  160",",,W",,,"13.0",",,W","23.9",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-09-21","7.61",",,W",,,,,"0.00",",,W,2400",,,,,"75","H,,S","79",",,W","67",",,W","  260",",,W","  270",",,W",,,"17.0",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-09-22","8.72",",,W",,,,,"0.00",",,W,2400",,,,,"70","H,,S","75",",,W","65",",,W","  270",",,W","  320",",,W",,,"23.9",",,W","28.0",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-09-23","8.05",",,W",,,,,"0.00",",,W,2400",,,,,"68","H,,S","75",",,W","61",",,W","  330",",,W","  310",",,W",,,"21.9",",,W","35.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2016-09-24","6.49",",,W",,,,,"0.00",",,W,2400",,,,,"71","H,,S","84",",,W","62",",,W","  260",",,W","  260",",,W",,,"17.0",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,
